game,date,home_team,away_team,FTHG,FTAG,H,D,A,PSH,PSD,PSA,pPSH,pPSD,pPSA
2021-08-14 Everton-Southampton,2021-08-14 15:00:00,Everton,Southampton,3,1,1,0,0,2.01,3.56,4.1,0.4892082341266373,0.2737898317800687,0.23700193409376547
2021-08-14 Leicester City-Wolves,2021-08-14 15:00:00,Leicester City,Wolves,1,0,1,0,0,1.73,3.79,5.47,0.5683560305236496,0.25608283599865106,0.1755611334772392
2021-08-14 Manchester Utd-Leeds United,2021-08-14 12:30:00,Manchester Utd,Leeds United,5,1,1,0,0,1.56,4.57,5.96,0.6297820000853178,0.21043962172052122,0.1597783781946164
2021-08-14 Norwich City-Liverpool,2021-08-14 17:30:00,Norwich City,Liverpool,0,3,0,0,1,8.35,5.86,1.36,0.1126228075955087,0.16314474012145821,0.724232452282608
2021-08-14 Watford-Aston Villa,2021-08-14 15:00:00,Watford,Aston Villa,3,2,1,0,0,3.18,3.31,2.47,0.30745743483526045,0.295173004469563,0.3973695606956607
2021-08-15 Newcastle Utd-West Ham,2021-08-15 14:00:00,Newcastle Utd,West Ham,2,4,0,0,1,3.21,3.59,2.32,0.30463923543249666,0.2718387146754093,0.4235220498925723
2021-08-15 Tottenham-Manchester City,2021-08-15 16:30:00,Tottenham,Manchester City,1,0,1,0,0,5.56,4.09,1.67,0.1730684323491183,0.2373244932679541,0.5896070743833879
2021-08-21 Aston Villa-Newcastle Utd,2021-08-21 15:00:00,Aston Villa,Newcastle Utd,2,0,1,0,0,1.83,3.99,4.4,0.537098230323632,0.24305530272960482,0.2198464669462995
2021-08-21 Brighton-Watford,2021-08-21 17:30:00,Brighton,Watford,2,0,1,0,0,1.75,3.55,5.8,0.5614672821951836,0.2735453462313394,0.16498737157300283
2021-08-21 Crystal Palace-Brentford,2021-08-21 15:00:00,Crystal Palace,Brentford,0,0,0,1,0,2.65,3.28,2.95,0.3700904475560073,0.2979925093490693,0.33191704309539827
2021-08-21 Leeds United-Everton,2021-08-21 15:00:00,Leeds United,Everton,2,2,0,1,0,2.39,3.51,3.14,0.4107288964728777,0.27794152016026286,0.3113295833663732
2021-08-21 Liverpool-Burnley,2021-08-21 12:30:00,Liverpool,Burnley,2,0,1,0,0,1.21,6.98,15.68,0.8113119489765955,0.13361442628392345,0.05507362473911165
2021-08-21 Manchester City-Norwich City,2021-08-21 15:00:00,Manchester City,Norwich City,5,0,1,0,0,1.11,11.28,26.2,0.8878439860822968,0.0809569991600388,0.031199014757309313
2021-08-22 Arsenal-Chelsea,2021-08-22 16:30:00,Arsenal,Chelsea,0,2,0,0,1,4.9,3.83,1.79,0.1969504462216045,0.2536178597733646,0.5494316940055071
2021-08-22 Southampton-Manchester Utd,2021-08-22 14:00:00,Southampton,Manchester Utd,1,1,0,1,0,5.32,4.41,1.64,0.1807432311070575,0.219284408166473,0.5999723607259977
2021-08-22 Wolves-Tottenham,2021-08-22 14:00:00,Wolves,Tottenham,0,1,0,0,1,3.25,3.15,2.52,0.30054630514205277,0.3102607005372223,0.389192994320238
2021-08-23 West Ham-Leicester City,2021-08-23 20:00:00,West Ham,Leicester City,4,1,1,0,0,2.61,3.51,2.82,0.3753530877900016,0.2776656097230555,0.3469813024874256
2021-08-28 Aston Villa-Brentford,2021-08-28 15:00:00,Aston Villa,Brentford,1,1,0,1,0,2.02,3.63,3.95,0.48624856637602387,0.26796768588306163,0.24578374774139125
2021-08-28 Brighton-Everton,2021-08-28 15:00:00,Brighton,Everton,0,2,0,0,1,2.37,3.29,3.37,0.4139432824490365,0.2966156550047331,0.28944106254575874
2021-08-28 Liverpool-Chelsea,2021-08-28 17:30:00,Liverpool,Chelsea,1,1,0,1,0,2.52,3.36,3.06,0.3894472367727032,0.2907646145540177,0.3197881486727925
2021-08-28 Manchester City-Arsenal,2021-08-28 12:30:00,Manchester City,Arsenal,5,0,1,0,0,1.26,6.28,12.59,0.7793041891771899,0.14983937936659314,0.07085643145663337
2021-08-28 Newcastle Utd-Southampton,2021-08-28 15:00:00,Newcastle Utd,Southampton,2,2,0,1,0,2.55,3.52,2.9,0.3848604134931774,0.27736127140144645,0.33777831510488915
2021-08-28 Norwich City-Leicester City,2021-08-28 15:00:00,Norwich City,Leicester City,1,2,0,0,1,4.47,3.54,1.93,0.2163156907220182,0.27472501090829765,0.5089592983701633
2021-08-28 West Ham-Crystal Palace,2021-08-28 15:00:00,West Ham,Crystal Palace,2,2,0,1,0,1.59,4.07,6.64,0.6187283302341202,0.23787012181318268,0.1434015479531465
2021-08-29 Burnley-Leeds United,2021-08-29 14:00:00,Burnley,Leeds United,1,1,0,1,0,3.15,3.58,2.35,0.3101477927028305,0.27223023701726157,0.41762197028038966
2021-08-29 Tottenham-Watford,2021-08-29 14:00:00,Tottenham,Watford,1,0,1,0,0,1.45,4.42,9.04,0.678537799825282,0.21812462701387303,0.10333757316038376
2021-08-29 Wolves-Manchester Utd,2021-08-29 16:30:00,Wolves,Manchester Utd,0,1,0,0,1,5.14,3.51,1.83,0.18687307889439234,0.2766225226966608,0.536504398409412
2021-09-11 Arsenal-Norwich City,2021-09-11 15:00:00,Arsenal,Norwich City,1,0,1,0,0,1.53,4.57,6.5,0.642822678037269,0.21084874818676566,0.14632857377643127
2021-09-11 Brentford-Brighton,2021-09-11 15:00:00,Brentford,Brighton,0,1,0,0,1,2.93,3.19,2.72,0.3338194639315347,0.3061575543811368,0.36002298168684665
2021-09-11 Chelsea-Aston Villa,2021-09-11 17:30:00,Chelsea,Aston Villa,3,0,1,0,0,1.31,5.51,12.17,0.7515441764051981,0.17348921368963088,0.07496660990557572
2021-09-11 Crystal Palace-Tottenham,2021-09-11 12:30:00,Crystal Palace,Tottenham,3,0,1,0,0,4.42,3.47,1.96,0.21874083740690148,0.2802942298701041,0.5009649327225247
2021-09-11 Leicester City-Manchester City,2021-09-11 15:00:00,Leicester City,Manchester City,0,1,0,0,1,5.87,4.26,1.61,0.16274222305317554,0.22668531403247544,0.6105724629138745
2021-09-11 Manchester Utd-Newcastle Utd,2021-09-11 15:00:00,Manchester Utd,Newcastle Utd,4,1,1,0,0,1.19,7.56,16.42,0.8250783246737182,0.12270036825576286,0.05222130707016094
2021-09-11 Southampton-West Ham,2021-09-11 15:00:00,Southampton,West Ham,0,0,0,1,0,2.93,3.48,2.54,0.333841950671564,0.2802024287730567,0.38595562055586036
2021-09-11 Watford-Wolves,2021-09-11 15:00:00,Watford,Wolves,0,2,0,0,1,3.47,3.22,2.36,0.2809876671531701,0.30323634749235095,0.4157759853540005
2021-09-12 Leeds United-Liverpool,2021-09-12 16:30:00,Leeds United,Liverpool,0,3,0,0,1,4.54,4.15,1.78,0.2132786308095204,0.23385634862051918,0.5528650205704282
2021-09-13 Everton-Burnley,2021-09-13 20:00:00,Everton,Burnley,3,1,1,0,0,1.74,3.83,5.35,0.5658226380816616,0.2539627798418382,0.18021458207696306
2021-09-17 Newcastle Utd-Leeds United,2021-09-17 20:00:00,Newcastle Utd,Leeds United,1,1,0,1,0,3.05,3.69,2.36,0.3204068263284707,0.26386251683898476,0.41573065683301663
2021-09-18 Aston Villa-Everton,2021-09-18 17:30:00,Aston Villa,Everton,3,0,1,0,0,2.42,3.44,3.15,0.4057099803903545,0.28383524991444226,0.3104547696956835
2021-09-18 Burnley-Arsenal,2021-09-18 15:00:00,Burnley,Arsenal,0,1,0,0,1,3.87,3.57,2.06,0.2509084145936496,0.2724913396840288,0.4766002457218449
2021-09-18 Liverpool-Crystal Palace,2021-09-18 15:00:00,Liverpool,Crystal Palace,3,0,1,0,0,1.22,6.87,15.6,0.8064466010901047,0.13709929047761138,0.05645410843188404
2021-09-18 Manchester City-Southampton,2021-09-18 15:00:00,Manchester City,Southampton,0,0,0,1,0,1.16,8.48,19.72,0.8479128180360641,0.10922920846168264,0.04285797350264386
2021-09-18 Norwich City-Watford,2021-09-18 15:00:00,Norwich City,Watford,1,3,0,0,1,2.21,3.48,3.53,0.4441395787726833,0.27995348906161643,0.27590693216617107
2021-09-18 Wolves-Brentford,2021-09-18 12:30:00,Wolves,Brentford,0,2,0,0,1,1.93,3.3,4.98,0.509845309242413,0.29590602764726825,0.19424866311079106
2021-09-19 Brighton-Leicester City,2021-09-19 14:00:00,Brighton,Leicester City,2,1,1,0,0,2.83,3.25,2.77,0.34593388941656805,0.3005201658744789,0.3535459447084669
2021-09-19 Tottenham-Chelsea,2021-09-19 16:30:00,Tottenham,Chelsea,0,3,0,0,1,4.98,4.02,1.74,0.19356184686847058,0.24121601672537232,0.5652221364066383
2021-09-19 West Ham-Manchester Utd,2021-09-19 14:00:00,West Ham,Manchester Utd,1,2,0,0,1,4.69,3.9,1.81,0.20654902048103607,0.2494961017155051,0.5439548778029856
2021-09-25 Brentford-Liverpool,2021-09-25 17:30:00,Brentford,Liverpool,3,3,0,1,0,7.48,4.51,1.49,0.12622876080722734,0.2136409461116397,0.6601302930806691
2021-09-25 Chelsea-Manchester City,2021-09-25 12:30:00,Chelsea,Manchester City,0,1,0,0,1,2.74,3.3,2.83,0.3577163897953429,0.2961123632476172,0.3461712469575255
2021-09-25 Everton-Norwich City,2021-09-25 15:00:00,Everton,Norwich City,2,0,1,0,0,1.65,3.91,6.09,0.5956897645045548,0.2476207044589648,0.15668953103602293
2021-09-25 Leeds United-West Ham,2021-09-25 15:00:00,Leeds United,West Ham,1,2,0,0,1,3.17,3.73,2.28,0.30821127755390904,0.26111346367848437,0.4306752587680872
2021-09-25 Leicester City-Burnley,2021-09-25 15:00:00,Leicester City,Burnley,2,2,0,1,0,1.6,4.09,6.37,0.6143214720240239,0.2362919380365083,0.14938658993900522
2021-09-25 Manchester Utd-Aston Villa,2021-09-25 12:30:00,Manchester Utd,Aston Villa,0,1,0,0,1,1.41,5.12,8.13,0.6975520883571531,0.18710503311740398,0.11534287852501017
2021-09-25 Watford-Newcastle Utd,2021-09-25 15:00:00,Watford,Newcastle Utd,1,1,0,1,0,2.26,3.42,3.47,0.4342113711788084,0.2849887390900722,0.28079988973064235
2021-09-26 Arsenal-Tottenham,2021-09-26 16:30:00,Arsenal,Tottenham,3,1,1,0,0,2.29,3.3,3.54,0.428753969974871,0.2958380653808622,0.27540796464475076
2021-09-26 Southampton-Wolves,2021-09-26 14:00:00,Southampton,Wolves,0,1,0,0,1,2.7,3.27,2.89,0.3628063177148568,0.2986028927165589,0.33859078956905825
2021-09-27 Crystal Palace-Brighton,2021-09-27 20:00:00,Crystal Palace,Brighton,1,1,0,1,0,3.14,3.21,2.56,0.31170830023364055,0.30479919649760023,0.3834925032682804
2021-10-02 Brighton-Arsenal,2021-10-02 17:30:00,Brighton,Arsenal,0,0,0,1,0,3.16,3.2,2.54,0.30904083087829226,0.3051075092186623,0.38585165990257014
2021-10-02 Burnley-Norwich City,2021-10-02 15:00:00,Burnley,Norwich City,0,0,0,1,0,1.9,3.69,4.42,0.5173820514433753,0.26355423794501764,0.21906371061208862
2021-10-02 Chelsea-Southampton,2021-10-02 15:00:00,Chelsea,Southampton,3,1,1,0,0,1.4,4.91,9.22,0.7030546491469067,0.1957267617526725,0.10121858910085532
2021-10-02 Leeds United-Watford,2021-10-02 15:00:00,Leeds United,Watford,1,0,1,0,0,1.78,3.96,4.8,0.5530072644840118,0.24546437517658354,0.20152836033892524
2021-10-02 Manchester Utd-Everton,2021-10-02 12:30:00,Manchester Utd,Everton,1,1,0,1,0,1.51,4.37,7.59,0.6528239430590461,0.22183439217342027,0.1253416647679794
2021-10-02 Wolves-Newcastle Utd,2021-10-02 15:00:00,Wolves,Newcastle Utd,2,1,1,0,0,1.72,4.06,5.06,0.5714526942140417,0.23845341271579976,0.1900938930706254
2021-10-03 Crystal Palace-Leicester City,2021-10-03 14:00:00,Crystal Palace,Leicester City,2,2,0,1,0,3.17,3.44,2.41,0.30855634160625006,0.2839272495696618,0.4075164088236136
2021-10-03 Liverpool-Manchester City,2021-10-03 16:30:00,Liverpool,Manchester City,2,2,0,1,0,2.99,3.55,2.46,0.3269358251348502,0.274476429465862,0.3985877453997607
2021-10-03 Tottenham-Aston Villa,2021-10-03 14:00:00,Tottenham,Aston Villa,2,1,1,0,0,2.13,3.61,3.64,0.4617323360797601,0.27026925678050934,0.2679984071392467
2021-10-03 West Ham-Brentford,2021-10-03 14:00:00,West Ham,Brentford,1,2,0,0,1,1.84,3.65,4.82,0.5339276628242532,0.26607661160350815,0.19999572557271408
2021-10-16 Aston Villa-Wolves,2021-10-16 15:00:00,Aston Villa,Wolves,2,3,0,0,1,2.32,3.31,3.47,0.42344383077001985,0.2952060394281461,0.28135012980135504
2021-10-16 Brentford-Chelsea,2021-10-16 17:30:00,Brentford,Chelsea,0,1,0,0,1,6.69,3.92,1.61,0.1421535449863828,0.24706808373396907,0.6107783712801068
2021-10-16 Leicester City-Manchester Utd,2021-10-16 15:00:00,Leicester City,Manchester Utd,4,2,1,0,0,3.56,3.68,2.13,0.2738524701043707,0.2647437100960276,0.46140381979912676
2021-10-16 Manchester City-Burnley,2021-10-16 15:00:00,Manchester City,Burnley,2,0,1,0,0,1.13,9.94,24.65,0.8727442344273443,0.0932895803978564,0.03396618517514199
2021-10-16 Norwich City-Brighton,2021-10-16 15:00:00,Norwich City,Brighton,0,0,0,1,0,3.77,3.41,2.16,0.25849681012114994,0.28634879889827464,0.4551543909810483
2021-10-16 Southampton-Leeds United,2021-10-16 15:00:00,Southampton,Leeds United,1,0,1,0,0,2.44,3.58,3.01,0.4023370398274317,0.27252481132449374,0.3251381488475883
2021-10-16 Watford-Liverpool,2021-10-16 12:30:00,Watford,Liverpool,0,5,0,0,1,9.43,5.49,1.36,0.09960839818909435,0.17521429329350913,0.7251773085178591
2021-10-17 Everton-West Ham,2021-10-17 14:00:00,Everton,West Ham,0,1,0,0,1,2.57,3.37,2.98,0.38170924216010765,0.28983187067936833,0.3284588871610054
2021-10-17 Newcastle Utd-Tottenham,2021-10-17 16:30:00,Newcastle Utd,Tottenham,2,3,0,0,1,3.57,3.66,2.13,0.2728490382456468,0.266000593919811,0.4611503678350173
2021-10-18 Arsenal-Crystal Palace,2021-10-18 20:00:00,Arsenal,Crystal Palace,2,2,0,1,0,1.66,3.94,5.91,0.5922983424441233,0.24587294147487543,0.1618287160805261
2021-10-22 Arsenal-Aston Villa,2021-10-22 20:00:00,Arsenal,Aston Villa,3,1,1,0,0,1.92,3.77,4.22,0.51212337588842,0.25799821487402014,0.22987840923708422
2021-10-23 Brighton-Manchester City,2021-10-23 17:30:00,Brighton,Manchester City,1,4,0,0,1,7.66,4.79,1.46,0.12374957913506768,0.2014596453846376,0.6747907754807606
2021-10-23 Chelsea-Norwich City,2021-10-23 12:30:00,Chelsea,Norwich City,7,0,1,0,0,1.19,7.28,19.32,0.8269015236334661,0.12887889934649052,0.04421957701967167
2021-10-23 Crystal Palace-Newcastle Utd,2021-10-23 15:00:00,Crystal Palace,Newcastle Utd,1,1,0,1,0,1.99,3.7,3.98,0.49354080306820897,0.2626787849648547,0.24378041196740213
2021-10-23 Everton-Watford,2021-10-23 15:00:00,Everton,Watford,2,5,0,0,1,1.68,3.88,5.79,0.5850694242394395,0.24969273029845576,0.16523784546163153
2021-10-23 Leeds United-Wolves,2021-10-23 15:00:00,Leeds United,Wolves,1,1,0,1,0,2.67,3.46,2.79,0.36702259133698445,0.28197601557865276,0.3510013930848369
2021-10-23 Southampton-Burnley,2021-10-23 15:00:00,Southampton,Burnley,2,2,0,1,0,2.02,3.63,3.98,0.4869532256849289,0.26856966733726084,0.24447710697829517
2021-10-24 Brentford-Leicester City,2021-10-24 14:00:00,Brentford,Leicester City,1,2,0,0,1,2.66,3.47,2.79,0.36822726436669034,0.28096455160786343,0.3508081840259203
2021-10-24 Manchester Utd-Liverpool,2021-10-24 16:30:00,Manchester Utd,Liverpool,0,5,0,0,1,3.15,3.73,2.29,0.3101746040986774,0.26108604655651013,0.42873934934434
2021-10-24 West Ham-Tottenham,2021-10-24 14:00:00,West Ham,Tottenham,1,0,1,0,0,2.32,3.54,3.23,0.42281270118259756,0.2751163492976365,0.3020709495202406
2021-10-30 Burnley-Brentford,2021-10-30 15:00:00,Burnley,Brentford,3,1,1,0,0,2.73,3.31,2.84,0.3593243190611869,0.2954667890923804,0.3452088918469165
2021-10-30 Leicester City-Arsenal,2021-10-30 12:30:00,Leicester City,Arsenal,0,2,0,0,1,2.52,3.49,2.95,0.38906729528867384,0.27938764196729676,0.33154506274354395
2021-10-30 Liverpool-Brighton,2021-10-30 15:00:00,Liverpool,Brighton,2,2,0,1,0,1.25,6.92,11.52,0.7860485769809178,0.1355398050628193,0.07841161795668018
2021-10-30 Manchester City-Crystal Palace,2021-10-30 15:00:00,Manchester City,Crystal Palace,0,2,0,0,1,1.15,8.94,22.14,0.8572401148410609,0.10435805577947131,0.03840182937910843
2021-10-30 Newcastle Utd-Chelsea,2021-10-30 15:00:00,Newcastle Utd,Chelsea,0,3,0,0,1,9.28,4.96,1.4,0.10126929065877692,0.19451285590213147,0.7042178534386282
2021-10-30 Tottenham-Manchester Utd,2021-10-30 17:30:00,Tottenham,Manchester Utd,0,3,0,0,1,3.04,3.66,2.38,0.3215651451232009,0.26615342917574986,0.41228142570152104
2021-10-30 Watford-Southampton,2021-10-30 15:00:00,Watford,Southampton,0,1,0,0,1,3.22,3.4,2.39,0.30303746360589084,0.2866910875677767,0.41027144882584543
2021-10-31 Aston Villa-West Ham,2021-10-31 16:30:00,Aston Villa,West Ham,1,4,0,0,1,2.86,3.58,2.54,0.3420397820378828,0.27211732434093183,0.385842893620711
2021-10-31 Norwich City-Leeds United,2021-10-31 14:00:00,Norwich City,Leeds United,1,2,0,0,1,3.58,3.7,2.11,0.27184508013614356,0.2628394355621991,0.465315484302131
2021-11-01 Wolves-Everton,2021-11-01 20:00:00,Wolves,Everton,2,1,1,0,0,2.27,3.4,3.47,0.4323548364312734,0.2867721991561082,0.28087296441214865
2021-11-05 Southampton-Aston Villa,2021-11-05 20:00:00,Southampton,Aston Villa,1,0,1,0,0,2.04,3.71,3.79,0.48146260519509265,0.262096525866388,0.25644086893899964
2021-11-06 Brentford-Norwich City,2021-11-06 15:00:00,Brentford,Norwich City,1,2,0,0,1,1.63,4.05,6.06,0.603314110177198,0.23902027783773488,0.15766561198552898
2021-11-06 Brighton-Newcastle Utd,2021-11-06 17:30:00,Brighton,Newcastle Utd,1,1,0,1,0,1.63,4.11,6.04,0.604531257285771,0.2363819251576915,0.15908681755701087
2021-11-06 Chelsea-Burnley,2021-11-06 15:00:00,Chelsea,Burnley,1,1,0,1,0,1.27,6.08,13.48,0.7758483793465333,0.15685886689104622,0.06729275376284995
2021-11-06 Crystal Palace-Wolves,2021-11-06 15:00:00,Crystal Palace,Wolves,2,0,1,0,0,2.56,3.17,3.17,0.38317706602955437,0.30841146698546484,0.30841146698546484
2021-11-06 Manchester Utd-Manchester City,2021-11-06 12:30:00,Manchester Utd,Manchester City,0,2,0,0,1,4.84,4.16,1.74,0.20009809063030265,0.233683397103384,0.5662185122667863
2021-11-07 Arsenal-Watford,2021-11-07 14:00:00,Arsenal,Watford,1,0,1,0,0,1.41,4.98,8.73,0.6987974863788173,0.1934385445922899,0.1077639690284463
2021-11-07 Everton-Tottenham,2021-11-07 14:00:00,Everton,Tottenham,0,0,0,1,0,3.15,3.34,2.46,0.3098085292374078,0.29185487490338036,0.3983365958596953
2021-11-07 Leeds United-Leicester City,2021-11-07 14:00:00,Leeds United,Leicester City,1,1,0,1,0,2.84,3.61,2.54,0.34444104103193335,0.2697647075579245,0.38579425140965534
2021-11-07 West Ham-Liverpool,2021-11-07 16:30:00,West Ham,Liverpool,3,2,1,0,0,4.74,4.15,1.75,0.20393787790913867,0.2337517086528671,0.5623104134384703
2021-11-20 Aston Villa-Brighton,2021-11-20 15:00:00,Aston Villa,Brighton,2,0,1,0,0,2.48,3.33,3.14,0.39555178926832657,0.29318852798839373,0.31125968274279675
2021-11-20 Burnley-Crystal Palace,2021-11-20 15:00:00,Burnley,Crystal Palace,3,3,0,1,0,2.79,3.29,2.79,0.3513964771473773,0.29720704570572265,0.3513964771473773
2021-11-20 Leicester City-Chelsea,2021-11-20 12:30:00,Leicester City,Chelsea,0,3,0,0,1,4.92,3.76,1.8,0.19585078075013082,0.2581590051195813,0.5459902141307498
2021-11-20 Liverpool-Arsenal,2021-11-20 17:30:00,Liverpool,Arsenal,4,0,1,0,0,1.47,5.0,6.84,0.6692406611445406,0.19208889391300518,0.13867044494290684
2021-11-20 Newcastle Utd-Brentford,2021-11-20 15:00:00,Newcastle Utd,Brentford,3,3,0,1,0,2.67,3.42,2.81,0.3667408394635225,0.2850728632076032,0.3481862973293605
2021-11-20 Norwich City-Southampton,2021-11-20 15:00:00,Norwich City,Southampton,2,1,1,0,0,3.71,3.54,2.12,0.26205507861748023,0.2749218485903301,0.4630230727917165
2021-11-20 Watford-Manchester Utd,2021-11-20 15:00:00,Watford,Manchester Utd,4,1,1,0,0,6.25,4.69,1.53,0.15228066416800537,0.20512210944235387,0.6425972263900879
2021-11-20 Wolves-West Ham,2021-11-20 15:00:00,Wolves,West Ham,1,0,1,0,0,3.18,3.28,2.49,0.30761640660216455,0.29807923212819065,0.3943043612701269
2021-11-21 Manchester City-Everton,2021-11-21 14:00:00,Manchester City,Everton,3,0,1,0,0,1.19,7.71,17.04,0.8272392783557686,0.12151965723679255,0.051241064407070394
2021-11-21 Tottenham-Leeds United,2021-11-21 16:30:00,Tottenham,Leeds United,2,1,1,0,0,1.77,4.15,4.61,0.556086862968506,0.23390835753330944,0.21000477949770346
2021-11-27 Arsenal-Newcastle Utd,2021-11-27 12:30:00,Arsenal,Newcastle Utd,2,0,1,0,0,1.48,4.95,6.77,0.6651132476997682,0.19441375795880778,0.14047299434187882
2021-11-27 Brighton-Leeds United,2021-11-27 17:30:00,Brighton,Leeds United,0,0,0,1,0,2.14,3.44,3.78,0.459071047949779,0.28346404908379874,0.2574649029668952
2021-11-27 Crystal Palace-Aston Villa,2021-11-27 15:00:00,Crystal Palace,Aston Villa,1,2,0,0,1,2.3,3.4,3.42,0.42718488233517393,0.28726296147927777,0.2855521561860241
2021-11-27 Liverpool-Southampton,2021-11-27 15:00:00,Liverpool,Southampton,4,0,1,0,0,1.3,6.08,10.1,0.7549079771015568,0.1549547093028797,0.09013731359515352
2021-11-27 Norwich City-Wolves,2021-11-27 15:00:00,Norwich City,Wolves,0,0,0,1,0,3.61,3.44,2.2,0.26994321803059246,0.28355606868030264,0.446500713289575
2021-11-28 Brentford-Everton,2021-11-28 14:00:00,Brentford,Everton,1,0,1,0,0,2.29,3.33,3.51,0.4288660632268096,0.29322473750743366,0.2779091992662351
2021-11-28 Chelsea-Manchester Utd,2021-11-28 16:30:00,Chelsea,Manchester Utd,1,1,0,1,0,1.63,4.21,5.75,0.6035085779940254,0.22984774825713777,0.16664367374928882
2021-11-28 Leicester City-Watford,2021-11-28 14:00:00,Leicester City,Watford,4,2,1,0,0,1.65,4.16,5.57,0.595706920545347,0.23236697699787467,0.17192610245631876
2021-11-28 Manchester City-West Ham,2021-11-28 14:00:00,Manchester City,West Ham,2,1,1,0,0,1.3,5.98,10.56,0.7555844584876948,0.15813146758190777,0.0862840739307997
2021-11-30 Leeds United-Crystal Palace,2021-11-30 20:15:00,Leeds United,Crystal Palace,1,0,1,0,0,2.43,3.41,3.15,0.4037194132459285,0.2861050054699,0.3101755812836915
2021-11-30 Newcastle Utd-Norwich City,2021-11-30 19:30:00,Newcastle Utd,Norwich City,1,1,0,1,0,2.02,3.68,3.91,0.48667429482435814,0.2646096840991998,0.24871602107596394
2021-12-01 Aston Villa-Manchester City,2021-12-01 20:15:00,Aston Villa,Manchester City,1,2,0,0,1,8.57,5.25,1.39,0.10933337551025384,0.18257880624585895,0.7080878182434306
2021-12-01 Everton-Liverpool,2021-12-01 20:15:00,Everton,Liverpool,1,4,0,0,1,7.67,5.17,1.43,0.12389653188795612,0.18654875511266367,0.6895547129998264
2021-12-01 Southampton-Leicester City,2021-12-01 19:30:00,Southampton,Leicester City,2,2,0,1,0,2.47,3.56,2.98,0.39740786430168157,0.2741060026659086,0.32848613303288804
2021-12-01 Watford-Chelsea,2021-12-01 19:30:00,Watford,Chelsea,1,2,0,0,1,10.31,5.61,1.33,0.08964008294730512,0.17026265621995967,0.7400972608322974
2021-12-01 West Ham-Brighton,2021-12-01 19:30:00,West Ham,Brighton,1,1,0,1,0,2.05,3.6,3.87,0.4789418615923072,0.2701603470291526,0.25089779137902257
2021-12-01 Wolves-Burnley,2021-12-01 19:30:00,Wolves,Burnley,0,0,0,1,0,1.98,3.43,4.39,0.495934280096899,0.2837134037248118,0.22035231617877293
2021-12-02 Manchester Utd-Arsenal,2021-12-02 20:15:00,Manchester Utd,Arsenal,3,2,1,0,0,2.07,3.68,3.75,0.4751663563160523,0.26493931340079147,0.2598943302836347
2021-12-02 Tottenham-Brentford,2021-12-02 19:30:00,Tottenham,Brentford,2,0,1,0,0,1.67,4.22,5.34,0.5896555966485745,0.22987491619499822,0.18046948715594657
2021-12-04 Newcastle Utd-Burnley,2021-12-04 15:00:00,Newcastle Utd,Burnley,1,0,1,0,0,2.4,3.38,3.22,0.4085391025784035,0.2884223910873512,0.30303850633377233
2021-12-04 Southampton-Brighton,2021-12-04 15:00:00,Southampton,Brighton,1,1,0,1,0,2.48,3.25,3.22,0.3957323534661241,0.3007081665747539,0.30355947995960475
2021-12-04 Watford-Manchester City,2021-12-04 17:30:00,Watford,Manchester City,1,3,0,0,1,14.88,7.43,1.21,0.05979752791613971,0.1265363084681465,0.8136661636161308
2021-12-04 West Ham-Chelsea,2021-12-04 12:30:00,West Ham,Chelsea,3,2,1,0,0,4.85,3.58,1.85,0.19838302260347057,0.27104066192554804,0.5305763154714567
2021-12-04 Wolves-Liverpool,2021-12-04 15:00:00,Wolves,Liverpool,0,1,0,0,1,8.08,4.72,1.45,0.1167229703676187,0.2042218615588218,0.6790551680740066
2021-12-05 Aston Villa-Leicester City,2021-12-05 16:30:00,Aston Villa,Leicester City,2,1,1,0,0,2.38,3.49,3.17,0.41234518099694334,0.279445385321846,0.3082094336816839
2021-12-05 Leeds United-Brentford,2021-12-05 14:00:00,Leeds United,Brentford,2,2,0,1,0,1.98,3.63,4.13,0.49657482004731046,0.2682926744243556,0.2351325055288081
2021-12-05 Manchester Utd-Crystal Palace,2021-12-05 14:00:00,Manchester Utd,Crystal Palace,1,0,1,0,0,1.59,4.13,6.46,0.6184771477154916,0.23413121566899942,0.1473916366150436
2021-12-05 Tottenham-Norwich City,2021-12-05 14:00:00,Tottenham,Norwich City,3,0,1,0,0,1.43,4.9,8.28,0.6891125816242416,0.19682476754102154,0.11406265083519825
2021-12-06 Everton-Arsenal,2021-12-06 20:00:00,Everton,Arsenal,2,1,1,0,0,3.45,3.65,2.18,0.2826248868626977,0.26683240126070523,0.45054271187707345
2021-12-10 Brentford-Watford,2021-12-10 20:00:00,Brentford,Watford,2,1,1,0,0,2.32,3.33,3.44,0.42319662158935045,0.2931764984450449,0.2836268799660816
2021-12-11 Arsenal-Southampton,2021-12-11 15:00:00,Arsenal,Southampton,3,0,1,0,0,1.68,4.01,5.61,0.5861769306827976,0.2422634648756178,0.17155960444111729
2021-12-11 Chelsea-Leeds United,2021-12-11 15:00:00,Chelsea,Leeds United,3,2,1,0,0,1.28,6.1,11.9,0.7683553845673484,0.15541518473270466,0.07622943070035387
2021-12-11 Liverpool-Aston Villa,2021-12-11 15:00:00,Liverpool,Aston Villa,1,0,1,0,0,1.23,7.15,12.65,0.7986869569846162,0.13073966123734604,0.07057338177841285
