key,opponent,team,date,time,round,day,venue,result,gf,ga,target,venue_code,goalie,defs,mids,atks,offdeff,intensity,dirspeed,deads,press,contra,buildup,progress,carr,wings,agresive,deferror,offsucc,goalie_opo,defs_opo,mids_opo,atks_opo,offdeff_opo,intensity_opo,dirspeed_opo,deads_opo,press_opo,contra_opo,buildup_opo,progress_opo,carr_opo,wings_opo,agresive_opo,deferror_opo,offsucc_opo,goalie_diff,defs_diff,mids_diff,atks_diff,offdeff_diff,intensity_diff,dirspeed_diff,deads_diff,press_diff,contra_diff,buildup_diff,progress_diff,carr_diff,wings_diff,agresive_diff,deferror_diff,offsucc_diff
2019-09-21 Tottenham-Leicester City,Leicester City,Tottenham,2019-09-21,12:30:00,Matchweek 6,Sat,Away,L,1,2,0,0,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.8,-0.10000000000000009,0.09999999999999998,0.7,0.09999999999999998,0.19999999999999996,0.04999999999999999,-0.25,0.15000000000000002,-0.050000000000000044,0.25,-0.6,-0.04999999999999993,-0.85,0.3999999999999999,-0.2,0.09999999999999998
2020-07-19 Tottenham-Leicester City,Leicester City,Tottenham,2020-07-19,16:00:00,Matchweek 37,Sun,Home,W,3,0,1,1,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.8,-0.10000000000000009,0.09999999999999998,0.7,0.09999999999999998,0.19999999999999996,0.04999999999999999,-0.25,0.15000000000000002,-0.050000000000000044,0.25,-0.6,-0.04999999999999993,-0.85,0.3999999999999999,-0.2,0.09999999999999998
2019-12-04 Watford-Leicester City,Leicester City,Watford,2019-12-04,19:30:00,Matchweek 15,Wed,Away,L,0,2,0,0,0.6,0.3,0.5,0.65,0.55,0.3,0.8,0.5,0.5,0.5,0.4,0.65,0.35,0.35,0.1,0.85,0.3,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.39999999999999997,-0.5,-0.15000000000000002,0.4,-0.04999999999999993,-0.35000000000000003,0.5,0.04999999999999999,-0.19999999999999996,-0.4,-0.15000000000000002,-0.04999999999999993,-0.35,-0.6,-0.45000000000000007,0.44999999999999996,-0.3
2020-06-20 Watford-Leicester City,Leicester City,Watford,2020-06-20,12:30:00,Matchweek 30,Sat,Home,D,1,1,0,1,0.6,0.3,0.5,0.65,0.55,0.3,0.8,0.5,0.5,0.5,0.4,0.65,0.35,0.35,0.1,0.85,0.3,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.39999999999999997,-0.5,-0.15000000000000002,0.4,-0.04999999999999993,-0.35000000000000003,0.5,0.04999999999999999,-0.19999999999999996,-0.4,-0.15000000000000002,-0.04999999999999993,-0.35,-0.6,-0.45000000000000007,0.44999999999999996,-0.3
2019-12-28 West Ham-Leicester City,Leicester City,West Ham,2019-12-28,17:30:00,Matchweek 20,Sat,Home,L,1,2,0,1,0.9,0.15,0.425,0.75,0.8,0.5,0.5,0.55,0.45,0.25,0.5,0.8,0.8,0.7,0.3,1.0,0.85,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.7,-0.65,-0.22500000000000003,0.5,0.20000000000000007,-0.15000000000000002,0.2,0.10000000000000003,-0.24999999999999994,-0.65,-0.050000000000000044,0.10000000000000009,0.10000000000000009,-0.25,-0.25000000000000006,0.6,0.25
2020-01-22 West Ham-Leicester City,Leicester City,West Ham,2020-01-22,19:30:00,Matchweek 24,Wed,Away,L,1,4,0,0,0.9,0.15,0.425,0.75,0.8,0.5,0.5,0.55,0.45,0.25,0.5,0.8,0.8,0.7,0.3,1.0,0.85,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.7,-0.65,-0.22500000000000003,0.5,0.20000000000000007,-0.15000000000000002,0.2,0.10000000000000003,-0.24999999999999994,-0.65,-0.050000000000000044,0.10000000000000009,0.10000000000000009,-0.25,-0.25000000000000006,0.6,0.25
2019-08-11 Wolves-Leicester City,Leicester City,Wolves,2019-08-11,14:00:00,Matchweek 1,Sun,Away,D,0,0,0,0,0.3,0.85,0.6,0.2,0.45,0.55,0.4,0.4,0.3,0.3,0.25,0.3,1.0,0.75,0.4,0.9,0.9,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.09999999999999998,0.04999999999999993,-0.050000000000000044,-0.04999999999999999,-0.14999999999999997,-0.09999999999999998,0.10000000000000003,-0.04999999999999999,-0.39999999999999997,-0.6000000000000001,-0.30000000000000004,-0.39999999999999997,0.30000000000000004,-0.19999999999999996,-0.15000000000000002,0.5,0.30000000000000004
2020-02-14 Wolves-Leicester City,Leicester City,Wolves,2020-02-14,20:00:00,Matchweek 26,Fri,Home,D,0,0,0,1,0.3,0.85,0.6,0.2,0.45,0.55,0.4,0.4,0.3,0.3,0.25,0.3,1.0,0.75,0.4,0.9,0.9,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.09999999999999998,0.04999999999999993,-0.050000000000000044,-0.04999999999999999,-0.14999999999999997,-0.09999999999999998,0.10000000000000003,-0.04999999999999999,-0.39999999999999997,-0.6000000000000001,-0.30000000000000004,-0.39999999999999997,0.30000000000000004,-0.19999999999999996,-0.15000000000000002,0.5,0.30000000000000004
2019-08-24 Arsenal-Liverpool,Liverpool,Arsenal,2019-08-24,17:30:00,Matchweek 3,Sat,Away,L,1,3,0,0,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.09999999999999998,-0.44999999999999996,-0.09999999999999998,-0.09999999999999998,-0.4,-0.09999999999999998,0.1,0.1,-0.19999999999999996,-0.10000000000000009,-0.15000000000000002,0.35000000000000003,0.2,-0.09999999999999999,-0.25,0.19999999999999998,-0.1499999999999999
2019-11-02 Aston Villa-Liverpool,Liverpool,Aston Villa,2019-11-02,15:00:00,Matchweek 11,Sat,Home,L,1,2,0,1,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.85,-0.8999999999999999,-0.7,-0.44999999999999996,-0.6000000000000001,-0.75,0.35,0.85,-0.85,-0.10000000000000009,-0.7,0.7,0.49999999999999994,0.65,-0.75,0.7000000000000001,-0.7
2020-07-05 Aston Villa-Liverpool,Liverpool,Aston Villa,2020-07-05,16:30:00,Matchweek 33,Sun,Away,L,0,2,0,0,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.85,-0.8999999999999999,-0.7,-0.44999999999999996,-0.6000000000000001,-0.75,0.35,0.85,-0.85,-0.10000000000000009,-0.7,0.7,0.49999999999999994,0.65,-0.75,0.7000000000000001,-0.7
2019-12-07 Bournemouth-Liverpool,Liverpool,Bournemouth,2019-12-07,15:00:00,Matchweek 16,Sat,Home,L,0,3,0,1,0.05,0.4,0.7,0.5,0.15,0.45,0.2,0.8,0.2,0.95,0.85,0.75,0.85,0.45,0.6,0.45,0.1,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.8999999999999999,-0.5499999999999999,-0.25,-0.5,-0.75,-0.45,0.05000000000000002,0.65,-0.75,0.1499999999999999,-0.050000000000000044,0.55,0.6499999999999999,0.30000000000000004,-0.30000000000000004,0.35,-0.85
2020-03-07 Bournemouth-Liverpool,Liverpool,Bournemouth,2020-03-07,12:30:00,Matchweek 29,Sat,Away,L,1,2,0,0,0.05,0.4,0.7,0.5,0.15,0.45,0.2,0.8,0.2,0.95,0.85,0.75,0.85,0.45,0.6,0.45,0.1,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.8999999999999999,-0.5499999999999999,-0.25,-0.5,-0.75,-0.45,0.05000000000000002,0.65,-0.75,0.1499999999999999,-0.050000000000000044,0.55,0.6499999999999999,0.30000000000000004,-0.30000000000000004,0.35,-0.85
2019-11-30 Brighton-Liverpool,Liverpool,Brighton,2019-11-30,15:00:00,Matchweek 14,Sat,Away,L,1,2,0,0,0.5,0.35,0.1,0.4,0.05,0.2,0.75,0.85,0.05,0.05,0.2,0.5,0.1,0.9,0.8,0.65,0.35,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.44999999999999996,-0.6,-0.85,-0.6,-0.85,-0.7,0.6,0.7,-0.8999999999999999,-0.75,-0.7,0.3,-0.1,0.75,-0.09999999999999998,0.55,-0.6
2020-07-08 Brighton-Liverpool,Liverpool,Brighton,2020-07-08,20:15:00,Matchweek 34,Wed,Home,L,1,3,0,1,0.5,0.35,0.1,0.4,0.05,0.2,0.75,0.85,0.05,0.05,0.2,0.5,0.1,0.9,0.8,0.65,0.35,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.44999999999999996,-0.6,-0.85,-0.6,-0.85,-0.7,0.6,0.7,-0.8999999999999999,-0.75,-0.7,0.3,-0.1,0.75,-0.09999999999999998,0.55,-0.6
2019-08-31 Burnley-Liverpool,Liverpool,Burnley,2019-08-31,17:30:00,Matchweek 4,Sat,Home,L,0,3,0,1,0.25,0.1,0.3,0.35,0.3,0.1,1.0,0.95,0.4,0.1,0.1,0.6,0.05,0.5,0.5,0.95,0.5,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.7,-0.85,-0.6499999999999999,-0.65,-0.6000000000000001,-0.8,0.85,0.7999999999999999,-0.5499999999999999,-0.7000000000000001,-0.8,0.39999999999999997,-0.15000000000000002,0.35,-0.4,0.85,-0.44999999999999996
2020-07-11 Burnley-Liverpool,Liverpool,Burnley,2020-07-11,15:00:00,Matchweek 35,Sat,Away,D,1,1,0,0,0.25,0.1,0.3,0.35,0.3,0.1,1.0,0.95,0.4,0.1,0.1,0.6,0.05,0.5,0.5,0.95,0.5,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.7,-0.85,-0.6499999999999999,-0.65,-0.6000000000000001,-0.8,0.85,0.7999999999999999,-0.5499999999999999,-0.7000000000000001,-0.8,0.39999999999999997,-0.15000000000000002,0.35,-0.4,0.85,-0.44999999999999996
2019-09-22 Chelsea-Liverpool,Liverpool,Chelsea,2019-09-22,16:30:00,Matchweek 6,Sun,Home,L,1,2,0,1,0.65,0.9,0.8,0.6,0.95,0.95,0.1,0.1,0.8,0.55,1.0,0.15,0.75,0.25,0.85,0.15,1.0,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.29999999999999993,-0.04999999999999993,-0.1499999999999999,-0.4,0.04999999999999993,0.04999999999999993,-0.04999999999999999,-0.04999999999999999,-0.1499999999999999,-0.25,0.09999999999999998,-0.05000000000000002,0.55,0.1,-0.050000000000000044,0.04999999999999999,0.050000000000000044
2020-07-22 Chelsea-Liverpool,Liverpool,Chelsea,2020-07-22,20:15:00,Matchweek 37,Wed,Away,L,3,5,0,0,0.65,0.9,0.8,0.6,0.95,0.95,0.1,0.1,0.8,0.55,1.0,0.15,0.75,0.25,0.85,0.15,1.0,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.29999999999999993,-0.04999999999999993,-0.1499999999999999,-0.4,0.04999999999999993,0.04999999999999993,-0.04999999999999999,-0.04999999999999999,-0.1499999999999999,-0.25,0.09999999999999998,-0.05000000000000002,0.55,0.1,-0.050000000000000044,0.04999999999999999,0.050000000000000044
2019-11-23 Crystal Palace-Liverpool,Liverpool,Crystal Palace,2019-11-23,15:00:00,Matchweek 13,Sat,Home,L,1,2,0,1,0.4,0.65,0.425,0.45,0.25,0.35,0.45,0.65,0.25,0.4,0.6,0.9,0.9,0.6,1.0,0.35,0.45,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.5499999999999999,-0.29999999999999993,-0.5249999999999999,-0.55,-0.65,-0.55,0.30000000000000004,0.5,-0.7,-0.4,-0.30000000000000004,0.7,0.7,0.44999999999999996,0.09999999999999998,0.24999999999999997,-0.49999999999999994
2020-06-24 Crystal Palace-Liverpool,Liverpool,Crystal Palace,2020-06-24,20:15:00,Matchweek 31,Wed,Away,L,0,4,0,0,0.4,0.65,0.425,0.45,0.25,0.35,0.45,0.65,0.25,0.4,0.6,0.9,0.9,0.6,1.0,0.35,0.45,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.5499999999999999,-0.29999999999999993,-0.5249999999999999,-0.55,-0.65,-0.55,0.30000000000000004,0.5,-0.7,-0.4,-0.30000000000000004,0.7,0.7,0.44999999999999996,0.09999999999999998,0.24999999999999997,-0.49999999999999994
2019-12-04 Everton-Liverpool,Liverpool,Everton,2019-12-04,20:15:00,Matchweek 15,Wed,Away,L,2,5,0,0,0.7,0.75,0.55,0.7,0.65,0.6,0.6,0.75,0.9,0.75,0.35,0.85,0.25,0.65,0.7,0.5,0.65,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.25,-0.19999999999999996,-0.3999999999999999,-0.30000000000000004,-0.25,-0.30000000000000004,0.44999999999999996,0.6,-0.04999999999999993,-0.050000000000000044,-0.55,0.6499999999999999,0.04999999999999999,0.5,-0.20000000000000007,0.4,-0.29999999999999993
2020-06-21 Everton-Liverpool,Liverpool,Everton,2020-06-21,19:00:00,Matchweek 30,Sun,Home,D,0,0,0,1,0.7,0.75,0.55,0.7,0.65,0.6,0.6,0.75,0.9,0.75,0.35,0.85,0.25,0.65,0.7,0.5,0.65,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.25,-0.19999999999999996,-0.3999999999999999,-0.30000000000000004,-0.25,-0.30000000000000004,0.44999999999999996,0.6,-0.04999999999999993,-0.050000000000000044,-0.55,0.6499999999999999,0.04999999999999999,0.5,-0.20000000000000007,0.4,-0.29999999999999993
2019-10-05 Leicester City-Liverpool,Liverpool,Leicester City,2019-10-05,15:00:00,Matchweek 8,Sat,Away,L,1,2,0,0,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.75,-0.1499999999999999,-0.29999999999999993,-0.75,-0.30000000000000004,-0.25,0.15,0.30000000000000004,-0.25,0.09999999999999998,-0.35,0.49999999999999994,0.49999999999999994,0.7999999999999999,-0.35,0.30000000000000004,-0.35
2019-12-26 Leicester City-Liverpool,Liverpool,Leicester City,2019-12-26,20:00:00,Matchweek 19,Thu,Home,L,0,4,0,1,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.75,-0.1499999999999999,-0.29999999999999993,-0.75,-0.30000000000000004,-0.25,0.15,0.30000000000000004,-0.25,0.09999999999999998,-0.35,0.49999999999999994,0.49999999999999994,0.7999999999999999,-0.35,0.30000000000000004,-0.35
2019-11-10 Manchester City-Liverpool,Liverpool,Manchester City,2019-11-10,16:30:00,Matchweek 12,Sun,Away,L,1,3,0,0,0.8,1.0,1.0,0.85,1.0,1.0,0.05,0.05,1.0,0.65,0.95,0.35,0.95,0.3,0.35,0.05,0.75,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.1499999999999999,0.050000000000000044,0.050000000000000044,-0.15000000000000002,0.09999999999999998,0.09999999999999998,-0.09999999999999999,-0.09999999999999999,0.050000000000000044,-0.15000000000000002,0.04999999999999993,0.14999999999999997,0.75,0.15,-0.55,-0.05,-0.19999999999999996
2020-07-02 Manchester City-Liverpool,Liverpool,Manchester City,2020-07-02,20:15:00,Matchweek 32,Thu,Home,W,4,0,1,1,0.8,1.0,1.0,0.85,1.0,1.0,0.05,0.05,1.0,0.65,0.95,0.35,0.95,0.3,0.35,0.05,0.75,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.1499999999999999,0.050000000000000044,0.050000000000000044,-0.15000000000000002,0.09999999999999998,0.09999999999999998,-0.09999999999999999,-0.09999999999999999,0.050000000000000044,-0.15000000000000002,0.04999999999999993,0.14999999999999997,0.75,0.15,-0.55,-0.05,-0.19999999999999996
2019-10-20 Manchester Utd-Liverpool,Liverpool,Manchester Utd,2019-10-20,16:30:00,Matchweek 9,Sun,Home,D,1,1,0,1,0.55,0.6,0.9,0.8,0.85,0.75,0.55,0.3,0.65,1.0,0.7,0.45,0.55,0.2,0.75,0.25,0.55,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.3999999999999999,-0.35,-0.04999999999999993,-0.19999999999999996,-0.050000000000000044,-0.15000000000000002,0.4,0.15,-0.29999999999999993,0.19999999999999996,-0.20000000000000007,0.25,0.35000000000000003,0.05000000000000002,-0.15000000000000002,0.15,-0.3999999999999999
2020-01-19 Manchester Utd-Liverpool,Liverpool,Manchester Utd,2020-01-19,16:30:00,Matchweek 23,Sun,Away,L,0,2,0,0,0.55,0.6,0.9,0.8,0.85,0.75,0.55,0.3,0.65,1.0,0.7,0.45,0.55,0.2,0.75,0.25,0.55,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.3999999999999999,-0.35,-0.04999999999999993,-0.19999999999999996,-0.050000000000000044,-0.15000000000000002,0.4,0.15,-0.29999999999999993,0.19999999999999996,-0.20000000000000007,0.25,0.35000000000000003,0.05000000000000002,-0.15000000000000002,0.15,-0.3999999999999999
2019-09-14 Newcastle Utd-Liverpool,Liverpool,Newcastle Utd,2019-09-14,12:30:00,Matchweek 5,Sat,Away,L,1,3,0,0,0.35,0.55,0.15,0.55,0.1,0.15,0.85,0.9,0.15,0.6,0.15,0.05,0.5,1.0,0.15,0.55,0.15,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.6,-0.3999999999999999,-0.7999999999999999,-0.44999999999999996,-0.8,-0.75,0.7,0.75,-0.7999999999999999,-0.20000000000000007,-0.75,-0.15000000000000002,0.3,0.85,-0.75,0.45000000000000007,-0.7999999999999999
2020-07-26 Newcastle Utd-Liverpool,Liverpool,Newcastle Utd,2020-07-26,16:00:00,Matchweek 38,Sun,Home,L,1,3,0,1,0.35,0.55,0.15,0.55,0.1,0.15,0.85,0.9,0.15,0.6,0.15,0.05,0.5,1.0,0.15,0.55,0.15,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.6,-0.3999999999999999,-0.7999999999999999,-0.44999999999999996,-0.8,-0.75,0.7,0.75,-0.7999999999999999,-0.20000000000000007,-0.75,-0.15000000000000002,0.3,0.85,-0.75,0.45000000000000007,-0.7999999999999999
2019-08-09 Norwich City-Liverpool,Liverpool,Norwich City,2019-08-09,20:00:00,Matchweek 1,Fri,Away,L,1,4,0,0,0.2,0.1,0.15,0.1,0.05,0.6,0.3,0.5,0.4,0.55,0.8,0.05,0.9,0.05,0.3,0.7,0.05,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.75,-0.85,-0.7999999999999999,-0.9,-0.85,-0.30000000000000004,0.15,0.35,-0.5499999999999999,-0.25,-0.09999999999999998,-0.15000000000000002,0.7,-0.09999999999999999,-0.6000000000000001,0.6,-0.8999999999999999
2020-02-15 Norwich City-Liverpool,Liverpool,Norwich City,2020-02-15,17:30:00,Matchweek 26,Sat,Home,L,0,1,0,1,0.2,0.1,0.15,0.1,0.05,0.6,0.3,0.5,0.4,0.55,0.8,0.05,0.9,0.05,0.3,0.7,0.05,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.75,-0.85,-0.7999999999999999,-0.9,-0.85,-0.30000000000000004,0.15,0.35,-0.5499999999999999,-0.25,-0.09999999999999998,-0.15000000000000002,0.7,-0.09999999999999999,-0.6000000000000001,0.6,-0.8999999999999999
2019-09-28 Sheffield Utd-Liverpool,Liverpool,Sheffield Utd,2019-09-28,12:30:00,Matchweek 7,Sat,Home,L,0,1,0,1,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,0.050000000000000044,-0.35,-0.75,-0.75,-0.050000000000000044,-0.5,0.7999999999999999,0.44999999999999996,-0.75,-0.75,-0.75,0.8,-0.15000000000000002,0.85,-0.45,0.0,-0.1499999999999999
2020-01-02 Sheffield Utd-Liverpool,Liverpool,Sheffield Utd,2020-01-02,20:00:00,Matchweek 21,Thu,Away,L,0,2,0,0,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,0.050000000000000044,-0.35,-0.75,-0.75,-0.050000000000000044,-0.5,0.7999999999999999,0.44999999999999996,-0.75,-0.75,-0.75,0.8,-0.15000000000000002,0.85,-0.45,0.0,-0.1499999999999999
2019-08-17 Southampton-Liverpool,Liverpool,Southampton,2019-08-17,15:00:00,Matchweek 2,Sat,Home,L,1,2,0,1,0.15,0.45,0.35,0.3,0.75,0.25,0.65,0.6,0.55,0.45,0.45,0.95,0.3,0.8,0.45,0.6,0.25,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.7999999999999999,-0.49999999999999994,-0.6,-0.7,-0.15000000000000002,-0.65,0.5,0.44999999999999996,-0.3999999999999999,-0.35000000000000003,-0.45,0.75,0.09999999999999998,0.65,-0.45,0.5,-0.7
2020-02-01 Southampton-Liverpool,Liverpool,Southampton,2020-02-01,15:00:00,Matchweek 25,Sat,Away,L,0,4,0,0,0.15,0.45,0.35,0.3,0.75,0.25,0.65,0.6,0.55,0.45,0.45,0.95,0.3,0.8,0.45,0.6,0.25,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.7999999999999999,-0.49999999999999994,-0.6,-0.7,-0.15000000000000002,-0.65,0.5,0.44999999999999996,-0.3999999999999999,-0.35000000000000003,-0.45,0.75,0.09999999999999998,0.65,-0.45,0.5,-0.7
2019-10-27 Tottenham-Liverpool,Liverpool,Tottenham,2019-10-27,16:30:00,Matchweek 10,Sun,Away,L,1,2,0,0,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,0.050000000000000044,-0.25,-0.19999999999999996,-0.050000000000000044,-0.20000000000000007,-0.050000000000000044,0.19999999999999998,0.05000000000000002,-0.09999999999999998,0.04999999999999993,-0.09999999999999998,-0.1,0.45,-0.04999999999999999,0.04999999999999993,0.1,-0.25
2020-01-11 Tottenham-Liverpool,Liverpool,Tottenham,2020-01-11,17:30:00,Matchweek 22,Sat,Home,L,0,1,0,1,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,0.050000000000000044,-0.25,-0.19999999999999996,-0.050000000000000044,-0.20000000000000007,-0.050000000000000044,0.19999999999999998,0.05000000000000002,-0.09999999999999998,0.04999999999999993,-0.09999999999999998,-0.1,0.45,-0.04999999999999999,0.04999999999999993,0.1,-0.25
2019-12-14 Watford-Liverpool,Liverpool,Watford,2019-12-14,12:30:00,Matchweek 17,Sat,Away,L,0,2,0,0,0.6,0.3,0.5,0.65,0.55,0.3,0.8,0.5,0.5,0.5,0.4,0.65,0.35,0.35,0.1,0.85,0.3,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.35,-0.6499999999999999,-0.44999999999999996,-0.35,-0.35,-0.6000000000000001,0.65,0.35,-0.44999999999999996,-0.30000000000000004,-0.5,0.45,0.14999999999999997,0.19999999999999998,-0.8,0.75,-0.6499999999999999
2020-01-29 West Ham-Liverpool,Liverpool,West Ham,2020-01-29,19:45:00,Matchweek 18,Wed,Home,L,0,2,0,1,0.9,0.15,0.425,0.75,0.8,0.5,0.5,0.55,0.45,0.25,0.5,0.8,0.8,0.7,0.3,1.0,0.85,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,-0.04999999999999993,-0.7999999999999999,-0.5249999999999999,-0.25,-0.09999999999999998,-0.4,0.35,0.4,-0.49999999999999994,-0.55,-0.4,0.6000000000000001,0.6000000000000001,0.5499999999999999,-0.6000000000000001,0.9,-0.09999999999999998
